Review,Date Posted
"What went wrong time?! What went wrong time? Starting I want warn anyone going important function planning getting home long day work avoid 115 mullingar/ Enfield & Kilcock. It's miracle whenever decides show 20 minutes late. I've kept data many times particular either extremely delayed without warning - even depot stop - arrived. The ghost buses display arriving 4 minutes city centre displays Eireanns real time info begs differ. There's countless nights rainy, cold, Irish elements updates company customers going go home. Hard working people, students OAP dismissed everything review goes here. Unfortunately know nothing done it, clarification delayed buses frequent passenger updates would helpful. If country leaning towards greener transport vision population something needs done combat this. Its joke point. Haven't seen issue 126 120 quays time I've standing freezing @$$ work another taken them.",2023-03-10
"L58 NEVER ON TIMEWhenever take l58 NEVER time happened every single time I take l58, I always end wait another half hour next one!",2023-06-14
"Very poor service consistently Very poor service consistently years now, busses late arriving card machines states do. Add unhelpful rude drivers Id highly recommend travelling private company absolute joke.",2022-09-20
"Left In The Lurch By Customer Service I've emailing ireann help refund since July 2022. I received one email response six, total, remain pocket. I deeply unimpressed service.",2022-10-26
Terrible service Terrible service. The 132 Dublin Bunclody never turned city. Waiting two hours freezing cold 17:30 service. The customer care agent advised going would delayed hour. I left pick point 19:10. I'll drive on. I'll never leave car behind again.,2023-02-27
"Absolute joke service Absolute joke service. As many others said. Better pay private taxi use again. Not buses broke 32 route three times last month constantly late experience terrible. Avoid aholes wide possible. Don't pay it, allow make profit.",2023-03-20
"Absolute joke service Absolute joke service. One driver 100 sells ticket Dublin airport tells change 100x Drogheda. The 100x drivers says ticket valid I need buy new ticket scratch. Not even upgrade. So 11 costs 17. BTW, buses 10 minutes late miraculously go time.",2023-03-06
Joke service.. Joke service... always late online times never update I've loads places around Europe way better transportation I can't understand don't! Cork City 206 far worse route try catch ... Terrible..,2022-08-31
"Rude driver To honest thinking write no, decided will. Today 13.04.2023 got drives Kells 20:45. I never saw rude driver life, shouting passenger, telling f*** even asked rude (just general) let another passenger inside let one lady guy behind her, thats human thing especially u know next one one hour. He drivers culture , giving threat stop refuse drive it. If problems, get professional help, taking passengers. We pay transport dealing kind drivers. Hope never see driving . We always nice kind drivers, beside one. Hope complain get attention needed.",2023-04-13
"Awful service Awful service, count never show time. Some drivers rude, stop Maynooth Glen Royal hotel station dont let get . They stop pick new passengers dont allow get th",2023-01-13
"My 50 minutes late My 50 minutes late. I politely asked possibility refund. The driver rudely declined told gey different instead, missed trip waiting 50 minutes anyway",2022-11-23
"Why drivers rude? My first experience using service Ireland hopefully one I repeat time soon. Ive regularly rescue young adult children stops drive destinations number 64 didnt turn again, despite this, I took number 64 Derry Galway yesterday two teenage daughters. My biggest complaint rudeness drivers. The first man miserable gruff, driver drove return something else completely. It like transported back schooldays ticket validity questioned rudely (there nothing wrong ticket, hadnt read properly) well rounded dollop snarkiness I went seat. Just thoroughly unpleasant, nasty man suited working people. At all. The girl I sat next similar stories rude drivers horrible journeys matched tales children brought home years makes wonder ireann run recruitment schemes? Buses often cant help late/ breaking down/ getting full etc, cant ireann least employ drivers cope everyday annoyances people traffic whilst professional, showing respect compassion? Its reputable businesses operate all!",2023-07-14
Waterford Limerick route Never Waterford Limerick route Never time. Ridiculous!!! Ask driver much cost leap card? Replied:running late dont time answer Bravo,2023-02-01
"This service joke! This service joke!! Never time. half hour show late wait!! Example; 5:30 arrives 5:38 instead leaving right away, wait till 6pm.. waiting around 45 minutes!! I mention Fridays!! Very unreliable!!",2023-02-28
Rubbish service. Waited Sligo Dublin Airport Waited Sligo Dublin Airport Tuesday freezing cold 1 hour late make matters worse waited Castle Baldwin arrive 3.57 Saturday Dublin Airport come get driven airport I could catch plane. What going on? Service terrible. I willnever travel them. What waste money!!,2022-12-13
I getting portlaoise I getting portlaoise 10.50 1st Dec I attempted pay 50 euro note. driver would accept even though change In possession. I asked could I pay card refused told f### go get change shop across road. I ran got change fare I came back stop drove off. He looking driving off. He bald man extremely rude. The treatment I received unacceptable shame someone like representing . There must ways payment refuse take cash. Absolute joke. I regular user service embarrassment I experience unforgiven. Something must,2022-12-01
Overcrowded seats close Overcrowded seats close together little room passengers legs. Driver helpful seat layout poor.,2022-10-01
"Buses run I visit New York every year , love getting dublin omagh never problem till may 18th 2023. I station get 9am airport, showed ,the 11am , 1.20 showed, 1.40pm crowed . 2pm show , 3.pm showed 3.40pm. Then traveled 2. 5 hours. After 24 hours standing stop benches, thats exceptional. Every showed except 32x ,there warning , running properly, drivers know busses run . A total disgrace. This put traveling next year .",2023-05-18
Clowns Absolute clowns cannot rely whatsoever. They wrong public transport beyond backward country!,2023-05-13
"Ridiculously poor service Ridiculously poor service. The 220 X Cork joke, taking years I've recently told 220 X longer goes Ballincollig goes MTU, got number 220 X weeks issue going Ballincollig went normal route Monday passengers getting told stop Washington St despite getting stopping years recently last week. needs competition monopoly means continuously provide joke service care respond enquiries",2023-06-26
"Hi, I arrived Dublin Airport Hi, I arrived Dublin Airport 1.40 Sunday 2nd Oct,hoping get arklow?had wait 6.00am,my fault assuming every hour amazed lovely black bearded driver could charged ticket 6 hours real gent signed ticket. He credit company travelling 25 hours made day,what lovely man dropped us knockmore smile goodbye.",2022-10-02
"Service Dublin Cork always anywhere Service Dublin Cork always anywhere 30 60 mins late arriving Hueston(outward journey), today I dropped son get 6:11am service Heuston(timetable website)no 8am...apparently first ...unreliable serv",2022-08-16
I getting 220x paid I getting 220x paid two people. The driver took leap card asked old was. said 14 several times kept saying needed school. And wouldnt give back. ask multiple times back 5 minutes asking gave me. Teach drivers fuckinv respect thats absolutely ridiculous. paid leap card right TAKE me.,2022-08-31
Got worst service today Got worst service today Never going use it. They train driver's good customer service.,2023-08-31
"never comes ans need go tothe never comes ans need go work loosing money busses unreliable putting people like mines jobs risk, please step game eirann better",2023-02-05
Great Customer Service Myself & partner waiting 1 hour last Fermoy Friday 21st. No showed up. A lovely driver passing went way get us home even though finished shift. I think said name Ricardo! Thank Ricardo & excellent customer service. There probably 10 people total left stranded late night city. Tks Lis,2022-10-21
1 star much this1 star much ridiculous company... Over 1 hrs late public transport... Fixt problem ASAP!,2023-07-30
"An absolutely awful service An absolutely awful, awful, AWFUL service ! I lucky I drive wife doesnt gets regular buses. They regularly show up.1 every 2 times I get left disappointed. Buses 15 minutes late, early driver leaves early, never show up. God forbid people would somewhere time. I'm writing waited hour centre cork city required arrive. After half hour, thought luck ; right arrived driver switch engine, grab things leave. I asked another driver way know said be. No one arrived. Oh leaving, tried close doors button broken course. fumbled 90% closed manually. For following 20 minutes I played game involved spotting 'out service ' buses driving past. There 5 6 period, seemingly driving around redundantly course emitting plenty carbon, group 20 us waited desperately . I presume group late something important. Eventually, rogue arrived, time anything, random clock, rejoiced relief. It must amongst worst public transport set ups Europe. An absolute shambles regular let down. The complaints system redundant too, bit like An Post, mired 'ticket system ' delays glitchy UIs. They either give feck system allows ignore /bury heads sand. Failed state indeed. People arms important service, even try tackle climate change.",2023-09-11
"Big thank driver Seamus Letterkenny route! Got Letterkenny Dublin yesterday. We change buses Monaghan rush I left new coat first . The driver, Seamus, nicer got Dublin. He really went beyond help - found coat back Monaghan brought Aras today. A real gentleman, made week!",2023-07-17
way way hot way way hot stuffy I breath driver kept heating even tho I asked could turned,2022-12-16
Worst service Worst service ever taking long day school everyone getting screamed driver passage west st Peter's refusing stop certain stops aswell wich normaly stops that's rou,2022-11-10
Pr*ck driver said full Pr*ck driver said full moved collected people next stop sh1tty company kys,2023-08-24
Its 2022 need cash pay Its 2022 need cash pay trip dont take card joke probably wont pay update ITS 2022 pay upd,2022-08-26
Disappointed time... Disappointed time... Buses become late time reach station..we can't reach destination needed time...,2022-11-29
"Buses constantly late Buses constantly late. Not 10/20 mins late either, I mean they're 30-60 mins late. I gotten numerous buses last months every single one late, one time. One I meant get 16:10 Derry Letterkenny even show up, I get next one 17:15. Absolute joke service.",2022-08-29
"Horrible Horrible, slow service! Not worth depending work, school etc theyre worst transport service Ireland.",2022-12-11
I good experiences I good experiences eirean. always comes late else doesnt show atall. Bunch wasters,2022-10-27
"30 minutes late 30 minutes late. I called lady able confirm running late friendly. Unfortunately bad service, friendly phone service",2023-06-18
"Missed Flight We travelling airport catch flight Dusseldorf leaving 07:05. We waited Boyle turned driver said full seats booked. One lady got seat booked. We way getting airport go back home... When put bigger buses people left behind. There lot people traveling especially Xmas time. It 01:45 morning minus 5 Deg. Yes, I know booked seats Boyle 3rd. Stop After leaving Sligo expect full early route. Just people aware travel unless seat booked.",2022-12-09
Absolutely disgraceful drivers Absolutely disgraceful drivers 115 service mullingar. I made two complaints ignored. Will using service again. Had give 1 star zero,2022-11-20
I take 220 daily drivers rude I take 220 daily. A lot drivers friendly. But I times I Have gotten rude drivers last week driver would let I vape buying teen ticket. This weird I proof age I showed none business I life. Just moment ago I waiting home work driver pulled stopped I waited 10 seconds looked like people get . I joking I say opened door 5 seconds I didnt step (as I waiting see would anyone get off) closed door face shrugged drove off. Ive also fair share driver drive right past half full makes rush work. I bringing forward rude unorganised company.,2022-08-27
Rude driver The driver rude passengers. Absolutely horrible talked people. The way spoke student card disgrace. There nicer ways talk people. Also 20 mins late.,2022-12-23
You can't rely Galway You can't rely Galway city. Always late; waited hour buses suppose run every 20 minutes. They want peole take they're unrealiable; impossible.,2022-08-09
Poor No buses. Other people getting trained courtesy open door explain anything 3 buses going missing. Shambles,2022-09-29
Rude drive 101x 07;37am driver rude me.was trying use leap card first time I didnt know I could see machine.he stared didnt say anythingthen I thought maybe didnt take 101x.eventually me. I mortified! It doesnt cost anything nice,2022-10-21
"The Driver Expressway 30 The Driver Expressway 30 Enniskillen Dublin departing Enniskillen 18.35 arriving Dublin 21.35. He excellent driving skills I really appreciate due many years travelling driving, He also courteous obliging.",2023-03-31
"The worst thing ever experience The worst thing ever experience life type cancer, 39 39a buses.",2022-12-13
The driver didnt stop The driver didnt stop stops even I prepaid ticket didnt stop I pressed stop button I missed even I meant attend,2023-02-15
"Absolutely appalling service Absolutely appalling service, 32 Letterkenny Dublin worst I ever experienced. Can't Irish transport system get anything right?",2023-01-18
The timetable The timetable rubbish buses always running late I wait nearly 1 hour always buses service. WHAT THE HELL IS THAT ALL ABOUT!!!,2022-10-27
Regular relucant user Regular relucant user. Awful service. Non-existant buses constantly. Really third world stuff.,2023-01-24
"Arrogant. Listen. Im trying like service. I really am. However turns 15 mins late, least 15 mins early airport pick up. roasting, I asked driver turn heat please, said chance, hell turn down. Baring mind 10degrees outside. Hes sitting wee cup tea radio blasting regard paying customers. THIS IS YOUR JOB FELLA. Were paying you. Ill on.",2023-02-24
"Terrible Absolutely disgraceful handling passengers unpleasant unconforming transportation organisation. I many countries second world third world one takes cake worst service, unpunctual least pleasant. Everything company handles troubling regretful deal buses Ireland. I really hope everyone lowers expectations even lower low nothing good waiting using public transportation. Just terrible around, honestly. The amount bad experiences I've last months completely driver company's rules alone. This company banned fined heavily. Just today I running everything I otherwise I miss college I see leaving stop Ventry Drive. It stops stop sign driving whole 6m road tiny I'm knocking door open it. The driver looks straight shakes head like I'm asking lot here. Just open door I've running get 7 mins straight I'm runner. Absolutely ridiculous day missed I hate everything company. There one driver also extremely antisocial I've witnessed antisocial habits lot year drives 40 E sometimes. He consistently starts driving moment drop money pay tickets. You literally ticket yet he's driving falling place. Well luckily I I consider physically fit I actually witnessed woman going flying ground sobbing crying whole time that. He showed remorse regret.",2022-11-24
225 cork always delayed driver225 cork always delayed driver early morning angrymen ..like go work delayed missed schedual ..at time angry face !,2023-06-14
"Just avoid stress walk. I can't tell many times I frustrated annoyed . Too many count. If I could avoid use I would. The main problem unreliability. Even electronic notice boards stops can't always sure due. Sometimes simply fails arrive wait another half hour next one. No explanation cancelled. Sometimes driver decide wants finish shift early leave time. If traffic bad bets off. Another recurring problem drivers seem want drive buses like pick drop passengers. I argument driver failed stop stop accused ringing bell time. Yet elderly lady pressed button well stop. He driving fast barely noticed attempts get stop. No apologies. Nothing. want passengers courteous respectful drivers. Well sorry, cuts ways. Also seems agreed time long wait stop. Sometimes driver barely stop long enough let on. At times waiting twenty minutes leave catches paperwork something. The whole system local city buses badly designed run. It fit purpose. We need trams light rail networks towns cities, otherwise people continue drive cars, making travel even worse. Even one bad experience week enough put good. If want avoid stress walk.",2022-10-17
Good service dirty Good service comfortable seats good timetable buses providing essential transport across country however usually dirty,2023-07-22
"Just awful unreliable service Just awful unreliable service. I'm amazed score 1.5 5, 0.",2023-04-18
"Worst service ever Worst service ever. Tried get Donegal 12.30am stopped Cavan, told I allowed Cavan would along shortly. The next Cavan 6.30am station closed I stand rain outsid",2022-08-28
"Dogsh*t service Dogsh*t service, worst transport service earth.",2023-10-14
Complete idiot ignorant Complete idiot ignorant driver Galway Derry rou,2023-03-04
The listowel tralee always 25 The listowel tralee always 25 minutes late. Today 40 minutes late awful serv,2022-08-13
"Absolutely worse service I Absolutely worse service I ever experienced, always hour late, website also gives wrong live information.",2023-06-22
Hate Was going get last Dublin Wicklow cancelled!!! Had sleep streets Dublin. This first time happened. Hate doo doo,2022-08-25
"Booking paying ticket even Booking paying ticket even advance guarantee take , company reimburse you, drivers agent rude agressif totally unprofessional I almost slapped buy agent, one front desk face messy service issues. Buying ticket means nothing, control, customer respect paying salaries, please organise group renting free taxi regular ruine plans especially suitable days enjoying country rare. Very disappointed deceived company days cork, absolutely positive tourist friendly uses' politic country Tries show, rated country public services.",2022-08-13
"complete disaster Unfortunately, service deal Ireland, line I use , particular 304 limerick City testament useless system hands nonfunctional transport system , time time buses shown far late , reasonable person would let 2-5 minutes , seriously , 10-15 minutes usual University Limerick areas , consistently stunned lack care times , showing arrivals continue 20-25 minutes disappear app tracking services electronic screens stops, Ive tried contact helplines avail , , line isnt please call back later. If youre manager administrative position within bud , far Im concerned position useless. Very disappointing indeed",2023-09-15
Waited 40 minutes outside Apple Cork Waited 40 minutes outside Apple Cork city service (202) meant run every 10 minutes,2022-08-18
The Magic Invisible Service non-existent despite scheduled stated information boards station departure bay.,2023-07-15
Today I experienced horrible Today I experienced horrible experience black driver behaviour matched countrys reputations kids buggy obvious buggies wheel goes child school bags also felt walkway bad situation cant explain enough hopefully authorities tak,2023-02-28
Your website really hard navigate Your website really hard navigate through. Your buses never time drivers rud,2023-01-03
I'm Upset I'm Upset I missed timetable font size small read I miss read timetable wait another 20 minutes,2022-03-13
School buses total mess School buses total mess. No communication whatsoever.,2023-09-14
"takes 2hrs get takes 2hrs get Dublin Dundalk, absolutely diabolical, 100 X literally says Dundalk front accommodates every town village except Dundalk, stops every awkward place drogheda takes extra spin countryside nobody gets off, currently still sitting , got 20 5 Dublin 20 7, never get again, Matthew's train future trips.",2023-02-05
I started working company I started working company 1999 spent happy fulfilling 17 years. Great company work for.,2022-06-11
61 Galway Sligo most61 Galway Sligo depressing thing l,2022-09-28
Just get rid locals Just get rid locals hire nationalities - problem solved!,2022-10-16
214 always latebus always late 2 hrs sometimes,2023-09-13
You can't count them.,2023-12-22
"More 1 hour waiting 103 More 1 hour waiting 103, ots unbelievabl",2022-12-14
"The worst busses ever The worst busses ever , never coming time!!!",2023-07-30
W3 Waterford City Dirty dusty seats W3 Waterford City Seats incredibly dirty.,2023-03-03
1 hour 40 minutes latebus 1 hour 40 minutes late. driver pulls reminded late was.. good know.,2022-11-18
Very late 15 minutes Very late 15 minutes acceptabl,2023-05-24
I love fun I love I love fun I love love z,2023-06-20
Why take long Why take long arrive. Over 40 minutes late.,2023-05-05
The first I've taken 1:30 H The first I've taken 1:30 H late. Hopefully last too.,2022-08-26
"L L L wifi, stop circle k :(",2022-09-09
2 hours late route 214...,2023-11-24
"Horrible journey Horrible journey, late, expensive considering government (taxpayer) subsides much.",2022-08-26
Tossers !!!!!!!!,2023-12-02
Dreadful transportation company,2023-10-10
"Always late Always late, unreliable!!!!",2022-11-24
POO! TERRIBE!! absolute poop services waiting hour stop come supposed meet tommy naomi poopy came 1 hour late cant rely 1star wish could give less WE THEN HAD TO GET ONTO A SEPERATE TO MAKE US EVEN MORE LATE TO MY VERY IMPORTANT DATE,2022-08-06
The nice great talk The nice great talk great service well let know needs I like men drivers nice lads,2022-08-05
Worst Ireland far The 100x dundalk Dublin runs hourly. The consistently 20-40 mins late Drogheda. Sometimes hour late. Haven't seen time once.,2022-08-02
WORST IN IRELAND!!! WORST IN IRELAND!!!! YOUR IS NEVER ON TIME AS LISTED ON YOUR SCHEDULE! WE HAVE WORK AND OTHER MAJOR THINGS WE DO ON A DAILY BASIS AND YOUR POOR TIME MANAGEMENT SUCKS REALLY BAD!.. YE COMES AN HOUR LATE! AND WE ARE EXPECTED TO PAY FOR THAT!!! THAT' S A WHOLE LOT OF CRAP...,2022-07-30
"Never time never count Never time never count ,disaster almost every single day like.the drivers know.what time also.their real time.app pointless app world times place u might Well walking blind",2022-07-26
"inspectors Dublin Airport My Daughter I arrived stop Dublin airport wanting travel Monaghan . We realise booked tickets line would potential wait several hours secure seat . We lucky two inspectors available stop Francis George excellent friendly professional reassured us would best get us next , did. They assisted lot passengers position us . It would wonderful transparent need pre purchase tickets lot people unsure process . Francis George fabulous , thank , Philomena & Sl",2022-07-25
You never get away this! You never get away this!! Me friend homeless thanks fraudulent stop ( Paulavone roundabout stop).,2022-07-17
NEVER ON TIMEAnd question: If I miss flight due delay ... ARE YOU GONNA PAY ME A NEW FLIGHT OR WHATS THE STORY?,2022-07-11
Never fails dis,2022-07-08
driver Derek 100 X Route I lost phone Dublin Airport landed 100 X driver Derek got brought Custom House Quay following day I would highly recommend driver went beyond,2022-07-02
Thank driver Thomas Thank driver Thomas Limerick kind. I wheelchair user couldnt get ramp far steep. He rerouted could get off. 5 stars Thomas need something this.,2022-06-30
"DISGUSTINGoverpriced , accept Apple pay , everytime late , awful staff soooooooo mean >:(the leaking outside , got soggy ewww . student discount Very inconvenient student like me.",2022-06-24
Scandalous 1 30mins Scandalous 1 30mins !! A service ment go every 30mins,2022-06-16
"Last Friday evening Last Friday evening, I nicest driver way airport. He enough directed right direction terminal. He nice man. I know name true credit company. 5 star Rating",2022-06-12
Lost Property I left pair glasses went aras see I could get help. The team absolutely amazing getting back ASAP.,2022-06-11
A terrible service Was waiting No32 Letterkenny. I pre booked I getting Monaghan. The meant leave 11.20am arrived 12. No explanation given. Monaghan station closed nobody ask. Also raining help things. I late work I'd say people missed flights. The 11.20 got Busaras 2.30pm. A disgraceful service. If I'd options I would never use,2022-06-09
"The worst company ever The worst company ever. I live Wicklow usually get 133 Dublin, many times appear stop shows website gone. There really lovely drivers, bunch arrogant I better say what, times driver want stop get . Awful serv",2022-06-04
"Rude aggressive clueless driver I got 51 cork Thursday 2nd June 8.35 woman clearly drugs smoking weed outside harassing asking clothes I suitcase continued ask things I tried keep calm I nervous would rob , inspector tried refuse came sob story let , I limerick cork sat right behind beside continued ask things stared smoke heroin smoke alarm went I scared stage want robbed attacked I presumed driver would smell smoking heroin take notice harassing left I rang boyfriend I sobbing telling tried take handbag one stage I arrived Parnell place cork driver shouted I grabbing bags get said leave get still get I struggling carry bags I never put cent towards And I going bare mind I'm 22 year old student got treated horrible driver passang",2022-06-03
"Contempt customers Contempt customers. No customer service Busras. Cancel buses without regard people need go etc. Seem think okay tell ""sure next 2 hours, what's problem?""",2022-05-29
driver 208 Dublin fella driver 208 Dublin fella mean girl unnecessarily aggressiv,2022-05-26
"Worst service Worst service , bought ticket online 54 mins late arrive booked I couldnt get told I would amended amend unless hour journey. Not first time happened joke.",2022-05-24
"KIND DRIVER BUSEIRREAN 133 It Sunday night, May 15, 19:30 pm I encountered nice driver buseiirean 133 Wicklow Dublin. He nice greet everyone also stopped help Mother 2 children bring . He kind heart. I wish everyone like this, drivers everyone. It brings much good vibes happiness everyday life. May God bless may safe always. Thank kindness commuters.",2022-05-15
Useless never comes tim,2022-05-14
service disaster 40 mins late service disaster 40 mins late work times bad serv,2022-05-12
"32 BUSThe 32 Letterkenny Dublin never time picking Monaghan, Castleblaney, Carrickmacross Ardee. Even seat booked, may able get . On Wednesday, many people left Monaghan seats left waiting 40 minutes. If isnt enough seats, wait next one 2 hours later, extra ever appears put on. The prices extortinate, even student return Ardee Monaghan 20 euro. The toilet facilities also disgraceful every single station I visited.",2022-05-05
Absolutely terrible service Absolutely terrible service. Buses always least 10 minutes late sometimes even 40 isnt running one day doesnt tell anywhere isnt running 10 people waiting never came 8 morning,2022-05-04
"I wish leave review Frank I wish leave review Frank Scanlon , driver replacement minibus fr today Belmullet Ballina 11:35 service. I leaving home difficult circumstances & epitome gentleman. Just kind . And absolute credit . Very grateful thanks. Please acknowledge him. Most sincerely",2022-05-01
"Rude Driveron 28 April 2022, I took 115 Half penny bridge 15.45 destination Mullingar, already late, understood due traffic, driver driving quite harsh. I alight Maynooth. Sometimes drivers alight passengers first stop opposite Glenroyal hotel Maynooth University. Arrived Maynooth someone buzzed Glenroyal Stop, I siting front seats , I first ready alight, I politely went ask Driver I get here. He started rude bullying, I alight I use Dublin service . I said I dont mind getting Maynooth University stop, makes much differrence me, continued rude shouting front passengers. He could replied politely saying stop alight insulting tell I take 115 pass Maynooth I travelling free.",2022-04-29
Got 2145 109 busaras kells Got 2145 109 busaras kells. A young overseas student missed stop asleep woke Navan. Our driver brought stop advised go wait next take back original destination 20 mins away. He phoned colleague coming opposite direction advised charge paid already make sure got safely. I impressed proud see this. Thank .,2022-04-21
"8:40pm 8-4-22 No.40 Cork to8:40pm 8-4-22 No.40 Cork Waterford. Was phone quietly talking, wasnt saying anything offensive driver came told I end phone call I distraction I didnt I move back . Was happy never driver insist ending call taking",2022-04-08
"The buses never time The buses never time, service overall bad If need get work never rely company, could waiting 30 minutes least even daytim",2022-04-05
"Awful experience nearly men Awful experience nearly men rude every-time . I lie nice, rude give young teenagers including . never time ever . Doesn't hurt nice yhere job !",2022-03-14
"Waited NX hour Waited NX hour. 3 busses supposed leave stop hour. Seeing I waiting first stop I seen 2 busses arrive find drivers taking break busses leaving, I appreciate drivers need breaks nicer approach waiting passengers would nice. This happening again, near impossible get customer service number provided, nobody replies complaints logged email. The real time information joke - showed busses never arrived departing time ..... Nobody cares complaints receiving, nothing changes. The phrase ""timetables subject change"" seems excuse everything.",2022-03-14
Never time Never time. Customer service number valid,2022-03-14
"Rude driver, service excellent This morning I really bad experience 133x, I always ask driver drop cherrywood crossover, (08/03/2022 @ 08:22 morning), buses stopping years, driver another one said stop there. many years stopped before. occasion, driver rude aggressive loyal customer. I've used service long time first bad experience I've ever had. drivers told Dublin stop stop here?",2022-03-08
"Second negative experience within one Second negative experience within one week!!! Yesterday x30 going Donegal Dublin Airport late one hour. It arrived time gate closed missed flight. Had book another ticket wait half day till next flight, thanks gosh London need wait till next day. So, never trust buseireann's timetable.",2022-03-03
This service always late. Im This service always late. Im Irish I foreign everyone likes cold . Im freezing heating drive slightly opened windowhe clearly doesnt seem feel cold coming towards people behind Route 32 Dublin airport letterkenny. 15 mins late shouldnt considering coming Dublin City .we jackets top I sinus infection toobrilliant. driver extremely nice.no complains I complains whole system. Route 32 27th February 5:05pm th,2022-02-27
What point pretending What point pretending fit purpose service.,2022-02-25
"Fantastic service Used service last night arriving late UK. It good experience. The time, driver pleasant helpful. It great value money, good see many people using service. Highly recommend.",2022-02-08
"Always overcharging I use leap card I noticed keep overcharging logging system different route number one I on. Extremely dishonest another passenger questioned driver rude argumentative. I contacted customer service refund alternate ignoring emails saying money refunded without delay this, weeks later still sign money.",2022-01-31
"It happend many times It happend many times drove past even tough full, rude that! Ignored waving! Many times show even though schedule! This 214, hate company!!!",2022-01-15
I waiting 11:40 I waiting 11:40 7th January 2022 I put hand stop didnt stop right stop I right could clearly see I got asked going Wicklow town said say fu&@ u like sorry said yeah could ur hand sooner rude Im always using 133 theres never problem man needs go school learn deal people disgraceful picking across road loughlinstown hostipal 11:40 133 number LD326 I actually feel inbarrsed way talked front passengers,2022-01-07
For 1 driver 245 For 1 driver !! Donal Shea 245 Watergrasshill yesterday The Flash!! Arrived timeswear god jaws ground! He lovely too! Got return ticket..and guess what?????? YES The arrived 8pm dot driven The Flash asked namecos honestly deserves review! Most drivers blame system.so I dont know guy - hes beating bloody system!!! WHAT A MAN DONAL,2021-12-29
"Incredibly poor I waited hour half supposed come 4 times time. Then, following day, I waited amount time. There absolutely point using Google maps predict buses come, entirely random. It would great could least let know ridiculously late, could plan around that.",2021-12-24
"Left phone last 109 Left phone last 109 Dunshaughlin 2 , realised instantly I got made numerous calls emails, lost found extremely unhelpful, almost like TV sketch joke unhelpfullness. When I got phone back, wallet case clearly rumbled 50e tak",2021-12-21
"An absolute shower fools An absolute shower fools, overpriced ESPECIALLY part publicly funded taxes pay petrol. Either show constantly late fork insurance certain stops can't get stop that's convenient you. This rule also enforced d*ckhead drivers - sound generally terrible customer experience.",2021-12-20
"Freezing cold mid December Sitting moment Dublin Letterkenny...and absolutely freezing, I've coat, scarf hat on. Can't understand driver heating on!",2021-12-18
"Rude driver line wirh Rude driver line wirh friends allowed laughing line, God forbid",2021-12-12
"Late rude service late again, service leaving 30 mins later designated time workers advising would 10 mins late. A number divers Cork limerick/ Galway (51) service incredibly rude. A lot drivers could course customer service. The tone way speak travellers exceptable. A serious amount improvement needed! That said drivers nice, shame can't standard. Really bad reputation company. - Regular user.",2021-12-06
"Lousy service record. Lousy service record. Buses show up, connecting buses wait lines arrive timetables match different lines.",2021-12-06
"cancelled last minute - nothing new Arrived 10 mins early express Dublin flight. Waited 30mins (since often buses late) find cancelled replacement. The next express wouldnt left enough time get security flight. This isnt shocking, service unfortunately one least reliable transport services across Europe. Leaving ensure others know backup travel option considering travelling .",2021-11-28
"Seat spaces getting smaller says weekly traveler. Seat spaces getting smaller. My knees bits seat front enough room sit without knees jammed seat front. I'm 5'9"" like I'm monster man. Many would consider short. The toilets always locked literally years I travel 3+ hours busses access toilet. The Wifi pretty dodgy (when works) serves mainly data phishing front. I would give stars I could. The cost high service provides importantly services provide despite site advertising much. The regularly late I left hour waiting. Also front wheel colapsed nearly came slid road belly . They entertain request refund nearly killing us all. I offer ticket blind elderly woman driver priorised ticket travel pass full . Only I told driver give ticket I'd get next change heart let on.",2021-11-27
late 40 min!!!,2021-11-26
The 25 minutes late!,2021-11-26
Ducking idiot drivers time tables Ducking idiot drivers time tables sad every day I'm late work waiting ducking hour every 15 min Balincolig cork,2021-11-15
drivers bunch drivers bunch junkies. leave wait fornup 40min one bothered!!! customer support all. I would encourage anyone Ireland use transport eirean let BIG TIME!,2021-11-09
"Absolute joke company Absolute joke company! Route 120 nowhere website? What heck? And top of, zero customer support!! What rip company! Its still 80% cheaper use car paid diesel use daylight robbing thieves! Talking encouraging use public transportation!! NOT",2021-11-07
Beyond useless Only leave waiting 45mins comes every 20mins,2021-11-05
"Grand schedule Currently . The half hour late. The driver going fast could either. It time begin timetable realistic all. It take account people may issues passes, booking emails etc things slowing service driver slow help. I'm way catch flight. If running schedule I would two hours flight. I driving Donegal on. Don't relying get anywhere time says timetable.",2021-11-05
"Worst service ever used Worst service ever used life. Buses constantly late, drivers (though all) incredibly rude often left standing stop show . I rang customer helpline didnt know shown. Then wanted money back post ticket eventually rang 3 weeks later say never got ticket even though posted right address. They bloody disgrace service recommend find better means transport like donkey cart.",2021-10-28
UPDATE: I refer previous review pleased acknowledge positive satisfactory response .,2021-10-07
"Gestapo Lady, 61 years old kicked chest (yes, boot chest) driver mask underneath nose boarding . She's Mercy hospital A& E waiting see doctor. What world coming to?",2021-10-04
Terrible First world price third world service. I regrettably used service one year I attending college horrible say least. Students sharing alcoholic scum low life's dole lifers.,2021-09-27
Very helpful driver 111 8am Very helpful driver 111 8am service Trim morning. Made journey easy. Really appreciated help.,2021-09-23
"absolute disgrace absolute disgrace, every single day without fail 343 route late , today ( September 14th 2021) 20 minutes late absolutely lashing rain I mow soaked late college, drivers ignorant rude , fact national service embarrassm",2021-09-14
