Review,Date
Awesome experience. Great experience. Really enjoyed journey . Wish travel again.,2022-09-17
"Good service seats need comfy Pros: many seats booked, almost half empty round trip Heathrow Victoria, good thing me. Sticking time schedules good. Cons: A wider comfy seat would made perfect lift.",2022-09-13
Smelt urine freezing.,2022-09-14
"My first Experience Coach My first Experience Coach Driver bad, My brother Booked coach Heathrow airport, I able add extra luggage site, I two big suitcase. The coach driver said r allowed 1. I said okay, But started using Bad words saying All days I'm facing used Bad words. asked another ticket time allowed travel. happened 5-7 people.",2022-09-18
"Booked 11.15 Inverness Booked 11.15 Inverness Edinburgh door faulty could make journey. Left standing nearly 2hrs unsure replacement service coming outside contractor became available. Then half way journey road waa closed due accident diversions place , told use railway instead.",2022-09-16
Simple use comfortable trip,2022-09-26
Great trip. Well done . Had comfortable enjoyable trip London Victoria Bournemouth. Both drivers friendly helpful. Will definitely use again.,2022-09-15
"Unfortunately time Unfortunately, I could use train cancelled lot people central london. I tried rebook hours one available next apparently full pay another ticket go via train.",2022-09-17
Rude drivers & guests.,2022-09-17
"My Review Ease payment. Scheduled service. Warm smiling staff. Choice seat. Rest points. Change driver coach minimize fatigue. However, rest time enough exercise legs improve circulation.",2022-09-11
"Punctual, comfortable, cheap! Punctual, comfortable, cheap! Ive using lately service excellent. Helpful drivers despite fact lot do. Very punctual service consistent basis.",2022-09-25
Great service Great service . Will use . Very good value money .,2022-09-16
Preston Glasgow never came Preston Glasgow never came time 16.09.22. I take train Preston Edinburgh onward there.,2022-09-16
Unable use service maybe could Unable use service maybe could issue refund,2022-09-17
"Excellent Smooth journey, 100% recommended",2022-09-15
Great value service.,2022-09-17
2020 The service time.but think needs tweaks.a pull table net hold.drink.curtains.blinds sunny.chargers working.,2022-09-23
"Excellent Excellent service, Drivers kept passengers updated route.",2022-09-15
Great company great driver,2022-09-18
The ride London Leeds The ride London Leeds good I enjoyed thank you.,2022-09-20
"Safety promptly Safety promptly, thanks drivers. They need bonus.",2022-09-15
The cancelled The cancelled evening due joe Biden arriving Westminster meaning spend extra money get home.,2022-09-18
Late coaches There 5.30 coach Victoria coach station Bristol asked staff told sit wait coach.,2022-09-18
"Trip 18th 19th September London It trip Manchester London September 18th 19th. cancel trip despite fact difficult date people ( Flixbus canceled trip eve Platinum Jubilee I forced pay much get London). Also September 19th center London closed coaches, tried get us close possible.",2022-09-19
"Motorway Problems We left London bang time. M1 closed, diverted M69 Leicester Fosse Park running bit late. Back M1 motorway closed northbound due accidentstandstill well hour. Missed connect Sheffield next Huddersfield hour half later. Arrived Huddersfield 2120 five hours late total trip time 10 hours. But cant blame !",2022-09-23
Two enjoyable journeys We travelled Perth Glasgow returned Perth following day. Both times lady drivers brilliant helpful kind. The buses much time.,2022-09-20
"Brilliant Really efficient, informative professional great driver would use every time",2022-09-19
Outward journey Heathrow Cardiff Outward journey Cardiff Heathrow went well. Unfortunately return journey 40 minutes late reserved seats available original straight journey Heathrow Cardiff changed without notice drop offs Bristol Newport Cardiff making return journey lot longer. Otherwise fine clean comfortable good value money. Just note hoping charge phone take long lead charging port head.,2022-09-26
late going Manchester late going Manchester airport. Advised drop Manchester ( centre) driver taking 45 minute break. Not advised get airport. Very stressed. 2 HR delay way back & information. Stranded 2.20 - 4.20. So disappointed.,2022-09-11
"An hour late Brunel street An hour late Brunel street Heathrow. Then broke halfway driver even make announcement moving new coach, found saw people explained maybe told people front.",2022-09-20
This first experience This first experience wont last. It excellent service.,2022-09-19
No internet 6 hrs journey No internet 6 hrs journey. Reserved seats respected. Anyone sit anywhere leaving reserved seats angry frustrated,2022-09-04
"I luv travelling I luv travelling Driver always lovely can't enough passengers, pleasure book company continue long still there. 10/10.",2022-09-19
Excellent service We travel quite times. Excellent staff. We travelled queen's funeral Cardiff London. As u imagine nightmare fir drivers. Ben driver awesome. Keeping us date.,2022-09-18
Brilliant experience Brilliant experience. It arrived minutes late. He clean driver lovely. A short stop motorway (not sure for) London. Arrived London time due loads road closures hour due diversion. Not megabuses fault let us dis luggage. Dis train return due Victoria closed due funeral.,2022-09-18
4 hour delay 's fault We delayed 4 hours due Met Police closing London security issues world leaders attending banquet Buck Pal. This 's fault got us city soon could.,2022-09-18
"I charged twice ticket I charged twice ticket, top air conditioning .",2022-09-17
"The arrived departed 20 minutes The arrived departed 20 minutes late make time arrived time. However, I receive rext notification regarding delay despite paying service.",2022-09-17
The first Swansea Cardiff The first Swansea Cardiff bit old cold second one nice comfortable,2022-09-18
Would great driver wasnt rude Smooth transport service customer service par.,2022-09-18
"Good journey start finish Good journey start finish, left time arrive little early, driver pleasant embarking.",2022-09-18
"Never life I get Never life I get toitel cleaned noone made ""amess"" whole 10years travelling baring mind 2 hours behind schedule",2022-09-19
Late departure The scheduled leave 13.50pm They started boarding time subsequently 15 mins late departing. No explanation apology.,2022-09-23
Staff helpful didnt always Staff helpful didnt always announce stops could missed I wasnt paying attention,2022-09-19
"Disabled people need think realy hard booking clowns Booked journey London Manchester, Contacted customer services enquire offered assistance Disabled people , Email reply NO speak driver, I Emailed back enclosing Government Guidelines regarding Disabled Passengers clearly stated offers assistance made available time booking ...... So I say Journey booked National Express know look traveling public,",2022-09-18
"Cold My trip Swansea Heatrow. The cold, approx 18 degrees. So trip bad.",2022-09-25
Good network angry staff Very good network many point point sevice...but hard luggage.. one bag less 20 kg hand bag without wheels allowed ... charged 10 extra per bag rudely ...charging slots Wi- Fi never worked ...,2022-09-20
Everything ok,2022-09-18
"Smooth ride Smooth ride, driving safe, speeding arrived exact timing",2022-09-19
"Travelled Aberdeen Perth Travelled Aberdeen Perth recently absolutely filthy, bottles cans rolling floor, floor sticky could hardly move feet small tables handrails sticky disgusting! Wiped table antibacterial wipe black!",2022-09-19
Excellent service Excellent service . On time. Nice pleasant journey.,2022-09-19
"time get Victoria forwas time get Victoria 430pm, whilst 10mins away, traffic congestion/ Police etc ( Queens funeral related), stopped going further, Driver told us get off, came sat hour, booked get near green park security shift 6pm, ended walking 540 onwards arriving work hour late, losing hours pay, return next day Monday 19th moved hillingdon 1055 instead Victoria 1030am, costing 6 tube, seat I'd paid 3 extra reserve already taken I ended sitting elsewhere, dissatisfied I lost 17.50 first hour I missed overnight security shift, pay 6 tube, 3 seat reservation waste time, however I understand exceptional circumstances played part.",2022-09-18
Brilliant service thank guys!,2022-09-17
I arrive Trip Heathrow Airport bit early asked I arrived bit early asked space I could travel early. The driver kind space allowing travel early.,2022-09-18
comfortable seats comfortable seats journey relaxing,2022-09-23
last minute change tolda last minute change told prior journey.. AND HAD TP PAY ANOTHER FARE TO h ILLINGDON AT LAST MINUTE NO A; POLGIES OR ANYTHING BUT DID FINALLY GET HOME,2022-09-19
"Excellent service time l, driver friendly hassle.",2022-09-19
arrived hour late without anyarrived hour late without explanation. The journey fine comfortable. Driver really communicate. would still use service,2022-09-20
Comfortable secure travel,2022-09-20
Great Service... Great Service. Recently travelled them. No Complaints.,2022-09-23
Comfy buses good time keeping.,2022-09-19
"T delayed almost certain. T delayed almost certain. Every time I count MB, I allow 30-40 min os delay trip.",2022-09-17
"Hi brilliant service Hi brilliant service , issue toilets hand washing water hand drying facilities could better . Other wise great .",2022-09-21
I arrived coach stop I arrived coach stop 1210 1245 coach Bristol nothing turned up. This meant I walk Cardiff Central train extra cost 15.20.,2022-09-18
"My mum got coach My mum got coach London week ago treated badly, zero help getting that's walks walking stick walk short distance found difficult stepping , type vehicle least step lift driver left mum trying get own!!!!! But top got Newcastle driver dragged drivers seat got luggage compartment threw mum's case floor knowing could something fragile case. driver left without saying goodbye making sure mum OK carry onward journey home. My mum never travel company terrible experience never ever wants experience again.",2022-09-20
Thank good customer service.,2022-09-26
good service,2022-09-26
Great awesome,2022-09-23
From start finish booking seat From start finish booking seat problems,2022-09-14
"Love I use Love I use regularly. The prices seem rising quite bit though, I never charging port last 2 journeys. Other Ive using years always got designation time safely",2022-09-23
I couldnt get tickets first I couldnt get tickets first still havent get back leeds,2022-09-18
"It good It good , good, good",2022-09-11
10 mins late departure other10 mins late departure problems.,2022-09-20
great value money form great value money form transportation NO express goes straight destination I mind paying extra cut stops traveling Birmingham Newcastle vice versa,2022-09-16
niceone best experiences,2022-09-17
"Extra sold Overall good experience, clean and, even departed late, arrived time destination. However, like fact extra sold told that, even ticket, could take another passengers big group traveling (and taking one big luggage) would need place. I understand company risks sell seats ones available, treated priority. I managed sit, uncertainty take another present time.",2022-09-20
Had really nice journey nice Had really nice journey nice quick driver lovely,2022-09-25
Absolutely awful services Absolutely awful services journeys! Going Manchester Oxford five hour travel ended toilets order first thing getting on. The wifi absolute joke didnt work well due low speed connecting whatsoever coming back Oxford Manchester charging docks order mine persons behind couldnt charge phone laptop wifi poor connection! Certainly I use services never again!!! Im disappointed!,2022-09-18
"It great start finish It great start finish. Travelled Bristol Victoria. clean & tidy, staff friendly. Would definitely use again.",2022-09-18
"WHY BOARD THE EDINBURGH FOR GLASGOW VIA PERTH. Our outward journey Inverness Glasgow enjoyable. On return journey arrived early, enquired time stance (3). We duly waited stance (3). A arrived showing Edinburgh destination Plate. This left continued waiting Perth . After time inquired teminal desk told boarded EDINBURGH !!!!. There information given informing board Edinburgh via Perth Glasgow. The controller unhelpful informing us seats available next buses leaving us make arrangements considerable cost. ALL IN ALL A VERY UNPLEASANT JOURNEY HOME. For information. Reservation no( C2)16/17-4247-180922- CM90-1115- INV- GLA-/ SUN SEPT 18 TH 2022 AT 11-15",2022-09-18
The late,2022-09-20
late 1h,2022-09-16
Im leaving 1 star Im leaving 1 star discomfort caused inconsiderate passengers using mobile phones play loud music.,2022-09-20
"excellent excellent, comfortable, drivers polite, friendly helpful.",2022-09-20
I use monthly think great I use monthly think great service . The Wi Fi connection could looking depending,2022-09-01
"Great service good price I travelled Victoria Nottingham Fri 16th Sept. The service great. A polite driver, kept us updated. Very comfortable coach. My return booked Monday 19th. Owing Queens funeral. I offered change return date, extra charge. Changing journey easy online. Again comfortable journey.",2022-09-20
Must reserve extra legroom seat.,2022-09-19
It good travel It first experience . The full little bit crowded. But seats travel good great comfort travel.,2022-09-17
Queens Funeral Our arrived promptly. Although diverted return journey clearly explained day waited delayed passengers huge influx people city centre day.,2022-09-19
Great travel,2022-09-19
Greta service Greta service. Half price train take much longer .,2022-09-21
Change plans refund,2022-09-18
Good service,2022-09-25
Good customer service,2022-09-24
The driver assistant The driver assistant rudest people I met experience country last 1 year. I extra luggage I understand couldnt accommodated luggage section way treated front crowd despicable! I would always ask anyone asks never take megabuss service! Maybe get trained basic courtsey course make process little smooth reach customer service deal,2022-09-19
Good Service Staff really attentive Good experience,2022-09-18
Departure arrival Departure arrival time. A nice driver,2022-09-20
Brilliant trip London Cardiff Brilliant trip London Cardiff Queens Funeral The driver amazing informative entertaining On way back Victoria Station closed travel another destination via Tube The manager great able catch earlier even gave us drink crisps excellent service beyond Well Done told everyone I Know,2022-09-18
Due queens funeral go Hillingdon instead Victoria really worried us needless say arrived buses car park portaloos even buses go wait buses arrival pub door step headed lovely atmosphere negative arrived destination driver opened doors pointed cases us get I said I cant reach I didnt want bang head hurt back climbing Im old get us end,2022-09-19
Aberdeen time driver friendly,2022-09-20
"Couldnt make trip changed Couldnt make trip changed location wouldnt refund - even thought one Her Majestys funeral I still think utterly poor wouldnt refund one occasion especially first ever time using service, I certainly wont wasting money time going back National Express",2022-09-19
Easy efficient journey,2022-09-20
Wasnt bad broke Wasnt bad broke hard shoulder motorway 2 hours.,2022-09-17
late The late coming Glasgow late getting Victoria coach station . Missed next coach purchase another ticket,2022-09-06
Travel Heathrow Airport Bournemouth It service arrived late,2022-09-20
Was 20 mins late Was 20 mins late. Not many seats left I would reserve one next time. But cheap cheerful,2022-09-20
Excellent Excellent ride,2022-09-25
Best service safe journey,2022-09-26
I love bang time,2022-09-18
Happy Days! A great journey fast efficientthank !,2022-08-31
Found service Brilliant Found service Brilliant time clean comfortable,2022-09-17
"The reason I gave 2 The reason I gave 2 driver Airport London nice , helpful efficient. Other I wont ever take again. Coming back London Airport nightmare take National Express instead gladly took us though bit late.",2022-09-21
Excellent experience Really good experience. time . Good clean .,2022-09-17
Bargain coach ticket Positive journey Derby London. Clean coach USB points,2022-09-15
Excellent service. I using Excellent service. I using weekly basis 16 years problems.,2022-09-23
"Great Service. Well done Great Service reasonable cost. It easy book, chose reserved seats extra leg room 2 (each way). clean seats comfortable. turned time outward return journeys. Friendly driver co-worker. Unfortunately due road works heavy traffic M6 M5, delayed somewhat fault driver, still got us destination safely. However, able track journey ways (as son daughter) meeting us, knew exactly time would arriving. There toilet (small adequate) comfort. All all, pleasant experience (despite delay). Well done , we'll definitely using",2022-09-22
Well done Driver Had excellent MB journey home London day Queen's funeral. Traffic epic. Our driver sterling job navigating chaos getting us back Bournemouth safely. Well done man,2022-09-18
Absolutely brilliant My experience first time using good. Helpful.,2022-09-22
Good friendly driver good Good friendly driver good customer service,2022-09-22
"Glasgow London return I booked three tickets Glasgow London including return travel. I ready pay extra reserve seats three us seats open reserving. While boarding , told use seats top floor behind first 10 rows. If would known would cancelled ticket opted another could comfortable seat sleep. During return trip late 1 hour even given drinking water comfortable space relax. The driving especially return one really good deserves appreciation.",2022-09-01
"It's first time we've ever used It's first time we've ever used made life much easier, expensive parking time get destination. We booked late back sure would time earlier one, speaking head office amending tickets explained would driver discretion would allow us travel. The driver brill lovely chap pleasant, explained situation said jump on. Saved us 4 hour total. Will definitely use again.",2022-09-20
Had great journey visit grandson Had great journey visit grandson Aberdeen. The chink journey changing Dundee coming home,2022-09-17
driver left left without us said minute nip shop station banned us going another dundee station. So pay train,2022-09-17
Amazing value money Amazing value money. Comfortable professional service.,2022-09-02
"gone dogs. gone dogs. Half hour late departure non coach, driver abrupt unhelpful rude. On arrival Heathrow turn up. After 26 hour journey home abroad...one expect get get home. With book pay Internet (no telephone helpline) loose money (literally robbed) cousing stress anxieties hours delays get back home 8 hours later top 26 hours. I never use again. After using years.",2022-09-15
Okay service.cheap !! Was Preston Glasgow . No sign stand. 40 minutes late. No way knowing seats free. Toilet locked . But good price. Only reason 3 stars.,2022-09-15
Despite speaking drivers Despite speaking drivers extremely cold 6 hour journey acceptable.,2022-09-16
"Great service Fast, time friendly driver",2022-09-19
"Relaxed enjoyable experience Had great experience, usually l drive everywhere enjoyed relaxing. It hassle free. Journey London 18 Sept change toilet working went double decker single decker longer front seat l paid extra also wireless charge working first . It intermittent work time. Journey back 21 Sept l nearly get Glasgow front first experience l thought last stop ticket Newcastle that's would on. I'll know future may want write something invoice let customers know. They many buses coming stop. I'll definatetly using really enjoyed it. A relaxing enjoyable experience nice buses Thank You",2022-09-18
"Lovely helpful driver Lovely helpful driver , coach arrived time excellent journey . Possible recharge phones etc",2022-09-15
"late I hanging night hour late + buzzing noise coming speaker entire trip, sped pitch would change. It really annoying",2022-09-14
Excellent service comfortable journey I strongly recommend future travel. I really enjoyed first long journey UK London Cardiff. The driver supportive comfortable journey.,2022-09-15
Recommended mode transport I travelled London Newcastle-under- Lyme. It great experience journey smooth. Enjoyed,2022-09-16
Very good helpful,2022-09-16
The provide wifi The provide wifi mentioned earlier. I long trip ended boring I prepared situation. Also leg space little.,2022-09-15
Absolutely brilliant service Absolutely brilliant service. Very well organised lovely staff helpful accomadating. Will definitely use again. And reccomend others. Thank you.,2022-09-19
Lovely service,2022-09-18
"Smooth, fuss travelling Always pleasure fuss , turn station, cheery drivers everytime going Glasgow",2022-09-16
"Great service Great service always time, comfortable journey.",2022-09-15
"My first time using service My first time using service. Very cheap, comfortable I would hoped. Busses clean, staff good I saved 140 fuel Id normally use trip. It made trip long though I couldnt usual door door trip trains busses either end bumped costs, travel time inconvenience. Id use again, every trip.",2022-09-16
"Very good Very clean, lovely driver time",2022-09-17
"Very comfortable journey Very comfortable journey, time. Great value money",2022-09-15
Amazing great worker/driver nice Amazing great worker/driver nice laugh never gets hot cold love hot I blast ac id recommend anyone already got 3 mates :) love <3,2022-09-17
"POOR SERVICE AND DRIVERThis worst service I seen entire life. The driver mean, rude, callous, insensitive. I yet find audacity driver check luggage. This luggage food items personal belongings, told I could travel luggage. This driver refused let . I checked company's policy nothing published public. This driver deliberately wasted money time. I never recommend anyone. The going London Edinburgh 11pm. This driver nothing terrible RACIST",2022-09-20
"I wife waited 2 hours I wife waited 2 hours board Shude hill, Manchester Glasgow 16/09/22 Although fault company one staff ( Wayne) rude customers. When boarding passengers 3.15 pm Glasgow told 1 pm passengers cannot board didnt care I waiting week. He rude.",2022-09-16
Amazing service Perfect timing drive safely nice staff service amazing.,2022-09-16
Went London late one hour Went London late one hour By ticket morning 7:20am But open 7:45,2022-09-15
"Very pleasant journey Very pleasant journey, excellent driver, amazing service",2022-09-16
Satisfactory.,2022-09-15
"Very impressed Very impressed . Punctual, clean, comfy, friendly drivers, fantastic price. Thank",2022-09-19
Clean time,2022-09-15
Diabolical Diabolical. You cancelled journeyso can't tell anything except travel back train.,2022-09-14
"Very poor customer support Very poor customer support. Once made booking that's it, there's going back, either travel lose money. They want take consideration plans change due changing circumstances many times hands, want take advantage that.",2022-09-15
"London stop changed, Bristol London Bristol, Queen's funeral understandably roads closed requiring stop change. But quite easy get tube onwards journey great. I probably would cancelled I option glad I trains delayed Paddington.",2022-09-19
Excellent driver fantastic,2022-09-16
"Bad experience It bad experience. On London Manchester toilet bad, drivers keep stopping way want toilet, took us 6 hours get Manchester many complaining,",2022-09-14
Greate On time greate,2022-09-15
Stranded London!! Terrible service. Our Saturday night London Cardiff didnt turn up. There answer helpline one ask station office closed. With information available decided get National Express additional cost us. We complained via email requested refund return fare. They refused stating within 120 minutes late dont give refund. Never again!! Go National Express instead,2022-09-17
Fab journey Picked time got Victoria time,2022-09-10
"Overall good experience Overall good experience . Just long delay explanation information available us whilst waiting. Not good. But generally good service, courteous drivers.",2022-08-12
"Nathan The Driver, Diamond geezer name Nathan, extremely helpful, friendly & pleasant . From Newport",2022-09-19
Great journey,2022-09-19
The driver way London The driver way London Victoria Bournemouth Sunday 18th 2.30 M3 outstanding.,2022-09-18
London trip Coach punctual. The driver probation period training. He extremely well. Polite customers helpful necessary.,2022-09-16
amazing driver nice andamazing driver nice organized,2022-09-16
Clean comfortable seats good Clean comfortable seats good leg room premium seats. Departed arrived timeously good value money,2022-09-17
I thought service good I thought service good arrived time disappointment got Edinburgh late arrival change plus added fact many stops Edinburgh Glasgow felt like normal service apart I would use fare price value money,2022-09-16
Excellent journey Excellent journey. On time. Clean tidy. A shame could pre-book seats. Driver help anyone's luggage.,2022-09-15
"The journey long The journey long. 1 35 train, 3 National Express, 6 hours 15 mins !",2022-09-16
Brill ride London clean nice Brill ride London clean nice driver Very informative,2022-09-16
On time For first time time,2022-09-20
"Great prices, great comfort. This first trip using . Can't fault prices all, good value. Coach clean I sat (near front) could smell waft toilet unpleasant, much legroom ( I'm 5'5"") I felt cramped time I halfway London Cardiff. Wi Fi work fold-down trays, working laptop meant I place bag lap balance laptop that. I used different company return journey.",2022-09-15
"If I could give 0 stars I would If I could give 0 stars, I would. My journey London Manchester HELL. The , hired another (inferior) company old-fashioned. It USB port's obviously Wi Fi available. Because I little battery, I turn phone I enough power call taxi I got back Manchester. I effectively sit silence entire journey I alone trip. To make matters worse toilet ""broken"". As happened previous trip, I learnt ""broken"" translates ""can't bothered clean it"". As result, keep stopping services, adding well hour journey. We therefore got back Manchester 10.50pm instead 9.30pm. Not good enough. I coach 7 hours. I could flown New York time!",2022-09-14
Very Very nice service thank Very Very nice service thank much,2022-09-15
Glasgow Our gbus late broke Our late broke way Aberdeen got next problem. Coming back station earlier family getting us asked could get one. The driver said bc wait see full able get it. Good value money,2022-09-17
"backdriver helpful, fair price, confortable socket charge phone, ask 40 travel london. love",2022-09-19
"Reliable good value money. I've traveled twice recently good. The price low, crowded, left time arrived time. The drivers friendly. What else need? I'm booking next trip October again.",2022-09-18
It time reading It time reading Birmingham delayed 40 minutes Birmingham Sheffield.,2022-09-16
Five star service punctual timing,2022-09-15
Reserved seats Booked seats paid told complaining I told reserve seats charge service.,2022-09-20
I booked tickets Friday 7:30 I booked tickets Friday 7:30 doesnt come . I lost money . I dont know shall I situation.,2022-09-16
left earlier supposed left earlier supposed too. The cameras confirmed annoyed even claim refund ruined day,2022-09-02
"Exceptional service Exceptional service, booking, boarding travelling . Driver polite friendly. We'll done",2022-09-17
Wasted 40 + quid couldnt cancel less Wasted 40 + quid couldnt cancel less 24 hours beforehand dudnt want caught state funeral shenanigans,2022-09-14
Late journeys drivers Late journeys drivers happy friendly,2022-09-16
Was comfortable trip anniversay Was comfortable trip really easy trip using,2022-09-12
"Passenger continent Quite comfortable coach, wide seats minor issues.",2022-09-17
"Absolutely use again,so easy book Absolutely use again,so easy book comfortable,no hassle time x",2022-09-15
"M3 time comfortable hot ( M3) time comfortable clean, arrived small delay due traffic. Temperature board hot. The display front coach showed inside temp 29c. I would use service cheaper national express service route",2022-09-17
gasgow Aviemore Glasgow Perth - toilets cleaned disgusting state. Change Perth moved single decker City Link wife I could get seat together two hour journey due mainly people bring cases board occupying seat them. Our first time using I would certainly selective future Perth Aviemore standard . I noted return journey driver came lifted luggage hold obviously happen Perth,2022-09-19
Lack communication stranded Where I start unfortunately lot learn communication. No updates empty station 1 contact way contact understand hasnt turned two hours late. Write head head office communication back either. Appalling service lot learn,2022-09-14
"Got Dundee Glasgow And Return. Got Dundee Glasgow, time, clean. Good Experience back.",2022-09-14
"Excellent service Excellent service , near enough time comfortable .",2022-09-16
Comfy amazing value. For money. Amazing. On-time. Comfy.,2022-09-16
"Really happy service provided Really happy service provided . Friendly professional drivers,",2022-09-17
The coach initially late. And The coach initially late. And seating first come basis initially reserved seats. But driver made time professional driving also loading cases. We change Snowdons coach Birmingham. And put cases luggage area. While driver watched colleagues. The driver set 40mins later get us manchester minutes arrival schedule time. But I say psv drivers point view. His breaking wasnt good. As psv driver Safety comes first customer service. So glad get back manchester safely one piece retrieve luggage loaded 6 bags passengers getting mine out. While driver stood watched. I would use put situation ref flight manchester Heathrow cancelled . The price point good. So gloom doom. But I would say announcements could made pax drivers regards seat belts worn make sure sit correct seats pre booked paid for.,2022-09-15
late coming back sundaybus late coming back sunday late bristol good service drivers,2022-09-18
Everything expected. Quality service time. All staff courteous!,2022-09-17
A good experience A good experience Victoria Bournemouth. left time driver helpful I would definitely use again.,2022-09-15
"Trip Outward journey ok cold cold air conditioning nearly way -even though travelled night! Drivers good polite. Return journey driver ok air conditioning cold half journey (at night again)! When changed drivers (at Coventry) Driver abrupt driving fast erratically hte beginning journey At Birmingham town centre stuck able turn corner parked car way. Driver keep us date happening, said police would coming He set around 45minutes later. Got final destination 30 minutes late. All good experience 17th September 18th September",2022-09-17
Very good Very good experience,2022-09-14
Amazing time everything,2022-09-18
Brilliant service Brilliant service. Very pleasant drivers.,2022-09-14
I trying I trying convenient getting daughter lives near Heathrow. Unfortunately work especially I unable change return journey booking therefore unable get refund. So turned expensive trial. I booked paid seat extra legroom changed Bristol standard seats uncomfortable. Im sure younger people good service.,2022-09-15
I tried change appointment date I tried change appointment date I,2022-09-19
Horrendous service Horrendous service. Booked paid extra select seats. The seats even upon boarding. They didnt exist. Also toilets cleaned previous journey prior boarding. Avoid costs. Customer service non existent also.,2022-09-17
Good service Glasgow Buchanan Street Good service Glasgow Buchanan Street Station. Enroute Glasgow Airport.,2022-09-15
"Choose train. It's better! I'm done using rail network. Trains expensive unreliable modern UK. The fraction price gets cities almost quickly train would. I previously paid 200 return ticket Manchester train whereas cost 26 return journey. The busses modern, clean comfortable awful lot quieter trains. Free wi-fi charging points bonus. The wi-fi much better train. Above that, staff brilliant. Thank !",2022-09-19
Freezing cold journey Perth broxden Thursday 15 sept approx 3pm air con way reached Aberdeen freezing. Many passengers huddled coats. Lovely helpful driver Kinross Perth 13.45.,2022-09-15
Review I've 4 separate coaches ...2 coaches Aircon Both returns late ...one 15 minutes...another 1hour 10 minutes,2022-09-18
ON TIME AND MUCH CHEAPER THAN THE TRAIN,2022-09-18
"The best way travel! Fantastic service almost always ahead time, comfy. Love travelling .",2022-09-18
go back station fault get another go back station fault similar experience month,2022-09-19
"time time, clean driver courteous",2022-09-12
Loved travelling,2022-09-20
"On outward bound journey On outward bound journey 30 mins late toilets smelt really bad urine. My journey home drunk people board one people front kept sick 2nd driver clean up, let drunk people board.",2022-09-07
Great travelling experience Great travelling experience Staff friendly,2022-09-14
Excellent ride comfortable Excellent ride comfortable clean would recommend use,2022-09-16
"Great ride Super driver, comfy ride.",2022-09-15
Best service What noticed far best service especially Bristol Manchester,2022-09-20
Great people easy book Great people easy book. Helped questions. The coach clean comfortable driver brilliant. Highly recommend,2022-09-19
Brilliant travel London Brilliant travel London. Bang time. Cheap easy comfortable. We travelled home day Queens funeral take tube Hillingdon facilities put make comfy possible waited. Defo use again!,2022-09-19
Comfortable spacious journey Comfortable spacious journey dekays kept properly date.,2022-09-16
"Very Satisfied I happy first ride . The schedule followed I time arrival. The spacious clean. I got lucky one seating beside me, plus. I suggest get seat reservation.",2022-09-15
Was good experience I got Was good experience I got destination time,2022-09-15
Wi Fi Issues My Laptop connect Wi Fi making studying impossible. Journey time comfortable otherwise.,2022-09-19
Wi- Fi work either Wi- Fi work either trips I unable work commute.,2022-09-16
Kept word When buses late. They picked Victoria coach 11. They started 11 30 here. Made us reach Glasgow 7 am.,2022-09-18
"Brilliant service Brilliant service, please ensure better information within Manchester Airport, perhaps advertising board rather ratty piece A4 stuck National calling point ..the service driver excellent",2022-09-14
Not timely The 1:40mins late. Not good enough appointment attend. I expected update sent customer anything happen,2022-09-17
No toilets No wifi,2022-09-15
Was fine time Was fine time good . Thank you!,2022-09-15
The freezing cold,2022-09-19
"Could supervision Could supervision reserved accents I desentendimemto , I reserved 5 accents family, three people common accents tickets without reservation one people want get accent unpleasant person without reservation thought entitled ,but trip planned person reserve anything thinks entitled.",2022-09-19
"Awful Awful, travel London pay respects Queen Elizabeth, As travel date approached people advised travel overcrowded. I asked change date destination even refund bit denied I lost 75. I use Flix buses future partner managed get refund voucher return ticket cancel.",2022-09-17
I gave 1 woukd -5 I gave 1 woukd -5 due fact hour late got cut short Edingburgh get train Glasgow apologie driver rude diver wss late let people hi wait subway ssndwitches constant smoking breaks,2022-09-16
Great Experience I lovely experience family. The driver courteous.,2022-09-18
specifically see queen . Down specifically see queen . Done,2022-09-11
2 weeks row coach more2 weeks row coach 1 hour late return. This week actually 2 hours. Do compensate discount future journey.,2022-09-18
Nothing excellent Theres nothing else say journey back Glasgow good really enjoyed journeys,2022-09-03
I would like refund u missed I would like refund u missed due many people,2022-09-16
"Outward Good Return Far good. This return journey booking. The outward journey fine driver polite helpful professional. We delayed 30 mins due puncture needed change coaches overall Journey fine. The return leg however good. The return driver engage passengers point appearing beligerant, assist elderly passengers loading luggage dreadful driving standards. As retired transport professional I shocked overall journey repeatedly drove fast approaching junctions braked hard. He one point almost hit vehicle front. This journey operated Parks Hamilton.",2022-09-16
Excellent service.,2022-09-18
"A comfortable ride A comfortable ride, prompt without fuss. Appreciate service given.",2022-09-14
"We great trip We great trip, great driver, respectful, kind",2022-09-16
"All good Smooth driving driver kept passengers well informed. Nothing bad say , always use time. Smooth comfortable, Coming someone used suffer travel sickness.",2022-09-15
"Great trip, great driver I enjoyed trip",2022-09-16
Very bad experience Extremely long delay Sunday 18th. I understand due queen's funeral since must known things streets would difficult taken measures.,2022-09-18
"I travelled Manchester I travelled Manchester Bournemouth The toilet stinky smelled badly entire At end I almost puked.. While inbound complaints, driver good smell",2022-09-16
Very happy service,2022-09-14
"Satisfactory, happy I always enjoy travelling",2022-09-17
"Helpful online chat I booked seats mainly rail strikes, strike cancelled I able use return rail ticket. The help online enabled cancel booking. I aware would refund.",2022-09-16
"Excellent service Brilliant service, clean , super value money",2022-09-17
